date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:44	2250/2250	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a6e-8ca%22	https://www.wes.org/wp-content/uploads/2021/03/degree.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/degree.svg	(from https://www.wes.org/)
15:09:44	8984/8984	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a6c-2318%22	https://www.wes.org/wp-content/uploads/2021/03/calculator.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/calculator.svg	(from https://www.wes.org/)
15:09:44	1768/1768	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a73-6e8%22	https://www.wes.org/wp-content/uploads/2021/03/home-required-docs.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/home-required-docs.svg	(from https://www.wes.org/)
15:09:45	107795/107795	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2010:44:35%20GMT	https://www.wes.org/partners/global-talent-bridge/global-talent-leadership-network/	D:/WORK/website%20links/wes/wes/www.wes.org/partners/global-talent-bridge/global-talent-leadership-network/index.html	(from https://www.wes.org/)
15:09:45	1656/1656	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a73-678%22	https://www.wes.org/wp-content/uploads/2021/03/home-required-docs-hover.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/home-required-docs-hover.svg	(from https://www.wes.org/)
15:09:45	1913/1913	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a71-779%22	https://www.wes.org/wp-content/uploads/2021/03/home-degree-equivalency-v2.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/home-degree-equivalency-v2.svg	(from https://www.wes.org/)
15:09:45	2263/2263	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a71-8d7%22	https://www.wes.org/wp-content/uploads/2021/03/home-degree-equivalency-hover-v2.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/home-degree-equivalency-hover-v2.svg	(from https://www.wes.org/)
15:09:45	3541/3541	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a71-dd5%22	https://www.wes.org/wp-content/uploads/2021/03/home-igpa-calculator-v2.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/home-igpa-calculator-v2.svg	(from https://www.wes.org/)
15:09:45	119414/119414	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Jul%202024%2010:44:36%20GMT	https://www.wes.org/partners/gtb-blog/	D:/WORK/website%20links/wes/wes/www.wes.org/partners/gtb-blog/index.html	(from https://www.wes.org/)
15:09:45	3607/3607	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261463a71-e17%22	https://www.wes.org/wp-content/uploads/2021/03/home-igpa-calculator-hover-v2.svg	D:/WORK/website%20links/wes/wes/www.wes.org/wp-content/uploads/2021/03/home-igpa-calculator-hover-v2.svg	(from https://www.wes.org/)
